Date,Dividends,symbol
2000-11-15 00:00:00-05:00,0.16,SJM
2001-02-13 00:00:00-05:00,0.16,SJM
2001-05-16 00:00:00-04:00,0.16,SJM
2001-08-17 00:00:00-04:00,0.16,SJM
2001-11-15 00:00:00-05:00,0.16,SJM
2002-02-13 00:00:00-05:00,0.16,SJM
2002-05-16 00:00:00-04:00,0.16,SJM
2002-08-16 00:00:00-04:00,0.2,SJM
2002-11-14 00:00:00-05:00,0.2,SJM
2003-02-12 00:00:00-05:00,0.2,SJM
2003-05-15 00:00:00-04:00,0.23,SJM
2003-08-15 00:00:00-04:00,0.23,SJM
2003-11-13 00:00:00-05:00,0.23,SJM
2004-02-12 00:00:00-05:00,0.23,SJM
2004-05-14 00:00:00-04:00,0.25,SJM
2004-08-16 00:00:00-04:00,0.25,SJM
2004-11-15 00:00:00-05:00,0.25,SJM
2005-02-10 00:00:00-05:00,0.25,SJM
2005-05-12 00:00:00-04:00,0.27,SJM
2005-08-12 00:00:00-04:00,0.27,SJM
2005-11-09 00:00:00-05:00,0.27,SJM
2006-02-09 00:00:00-05:00,0.27,SJM
2006-05-11 00:00:00-04:00,0.28,SJM
2006-08-14 00:00:00-04:00,0.28,SJM
2006-11-13 00:00:00-05:00,0.28,SJM
2007-02-08 00:00:00-05:00,0.28,SJM
2007-05-11 00:00:00-04:00,0.3,SJM
2007-08-14 00:00:00-04:00,0.3,SJM
2007-11-13 00:00:00-05:00,0.3,SJM
2008-02-13 00:00:00-05:00,0.3,SJM
2008-05-14 00:00:00-04:00,0.32,SJM
2008-08-13 00:00:00-04:00,0.32,SJM
2008-09-26 00:00:00-04:00,5.0,SJM
2008-11-17 00:00:00-05:00,0.32,SJM
2009-02-11 00:00:00-05:00,0.32,SJM
2009-05-13 00:00:00-04:00,0.35,SJM
2009-08-12 00:00:00-04:00,0.35,SJM
2009-11-10 00:00:00-05:00,0.35,SJM
2010-02-10 00:00:00-05:00,0.35,SJM
2010-05-12 00:00:00-04:00,0.4,SJM
2010-08-11 00:00:00-04:00,0.4,SJM
2010-11-09 00:00:00-05:00,0.4,SJM
2011-02-09 00:00:00-05:00,0.44,SJM
2011-05-11 00:00:00-04:00,0.44,SJM
2011-08-10 00:00:00-04:00,0.48,SJM
2011-11-08 00:00:00-05:00,0.48,SJM
2012-02-08 00:00:00-05:00,0.48,SJM
2012-05-09 00:00:00-04:00,0.48,SJM
2012-08-08 00:00:00-04:00,0.52,SJM
2012-11-14 00:00:00-05:00,0.52,SJM
2013-02-13 00:00:00-05:00,0.52,SJM
2013-05-15 00:00:00-04:00,0.52,SJM
2013-08-14 00:00:00-04:00,0.58,SJM
2013-11-13 00:00:00-05:00,0.58,SJM
2014-02-12 00:00:00-05:00,0.58,SJM
2014-05-14 00:00:00-04:00,0.58,SJM
2014-08-13 00:00:00-04:00,0.64,SJM
2014-11-12 00:00:00-05:00,0.64,SJM
2015-02-11 00:00:00-05:00,0.64,SJM
2015-05-13 00:00:00-04:00,0.64,SJM
2015-08-12 00:00:00-04:00,0.67,SJM
2015-11-10 00:00:00-05:00,0.67,SJM
2016-02-10 00:00:00-05:00,0.67,SJM
2016-05-11 00:00:00-04:00,0.67,SJM
2016-08-10 00:00:00-04:00,0.75,SJM
2016-11-08 00:00:00-05:00,0.75,SJM
2017-02-08 00:00:00-05:00,0.75,SJM
2017-05-10 00:00:00-04:00,0.75,SJM
2017-08-09 00:00:00-04:00,0.78,SJM
2017-11-09 00:00:00-05:00,0.78,SJM
2018-02-08 00:00:00-05:00,0.78,SJM
2018-05-10 00:00:00-04:00,0.78,SJM
2018-08-16 00:00:00-04:00,0.85,SJM
2018-11-15 00:00:00-05:00,0.85,SJM
2019-02-14 00:00:00-05:00,0.85,SJM
2019-05-16 00:00:00-04:00,0.85,SJM
2019-08-15 00:00:00-04:00,0.88,SJM
2019-11-14 00:00:00-05:00,0.88,SJM
2020-02-13 00:00:00-05:00,0.88,SJM
2020-05-14 00:00:00-04:00,0.88,SJM
2020-08-13 00:00:00-04:00,0.9,SJM
2020-11-12 00:00:00-05:00,0.9,SJM
2021-02-11 00:00:00-05:00,0.9,SJM
2021-05-13 00:00:00-04:00,0.9,SJM
2021-08-12 00:00:00-04:00,0.99,SJM
2021-11-10 00:00:00-05:00,0.99,SJM
2022-02-10 00:00:00-05:00,0.99,SJM
2022-05-12 00:00:00-04:00,0.99,SJM
2022-08-11 00:00:00-04:00,1.02,SJM
2022-11-09 00:00:00-05:00,1.02,SJM
2023-02-09 00:00:00-05:00,1.02,SJM
2023-05-11 00:00:00-04:00,1.02,SJM
2023-08-17 00:00:00-04:00,1.06,SJM
2023-11-16 00:00:00-05:00,1.06,SJM
2024-02-15 00:00:00-05:00,1.06,SJM
2024-05-16 00:00:00-04:00,1.06,SJM
2024-08-16 00:00:00-04:00,1.08,SJM
2024-11-15 00:00:00-05:00,1.08,SJM
2025-02-14 00:00:00-05:00,1.08,SJM
2025-05-16 00:00:00-04:00,1.08,SJM
