Date,Dividends,symbol
2021-05-21 00:00:00-04:00,0.344,EXE
2021-08-23 00:00:00-04:00,0.344,EXE
2021-11-23 00:00:00-05:00,0.438,EXE
2022-03-04 00:00:00-05:00,1.768,EXE
2022-05-18 00:00:00-04:00,2.34,EXE
2022-08-16 00:00:00-04:00,2.32,EXE
2022-11-14 00:00:00-05:00,3.16,EXE
2023-03-06 00:00:00-05:00,1.29,EXE
2023-05-17 00:00:00-04:00,1.18,EXE
2023-08-16 00:00:00-04:00,0.575,EXE
2023-11-15 00:00:00-05:00,0.575,EXE
2024-03-06 00:00:00-05:00,0.575,EXE
2024-05-15 00:00:00-04:00,0.715,EXE
2024-08-15 00:00:00-04:00,0.575,EXE
2024-11-14 00:00:00-05:00,0.575,EXE
2025-03-11 00:00:00-04:00,0.575,EXE
2025-05-15 00:00:00-04:00,0.575,EXE
