Date,Dividends,symbol
2011-02-01 00:00:00-05:00,0.062,TRGP
2011-04-19 00:00:00-04:00,0.273,TRGP
2011-07-19 00:00:00-04:00,0.29,TRGP
2011-10-19 00:00:00-04:00,0.308,TRGP
2012-01-19 00:00:00-05:00,0.336,TRGP
2012-04-19 00:00:00-04:00,0.365,TRGP
2012-07-19 00:00:00-04:00,0.394,TRGP
2012-10-18 00:00:00-04:00,0.423,TRGP
2013-01-24 00:00:00-05:00,0.458,TRGP
2013-04-25 00:00:00-04:00,0.495,TRGP
2013-07-25 00:00:00-04:00,0.532,TRGP
2013-10-29 00:00:00-04:00,0.57,TRGP
2014-01-23 00:00:00-05:00,0.608,TRGP
2014-04-24 00:00:00-04:00,0.648,TRGP
2014-07-24 00:00:00-04:00,0.69,TRGP
2014-10-30 00:00:00-04:00,0.733,TRGP
2015-01-29 00:00:00-05:00,0.775,TRGP
2015-04-30 00:00:00-04:00,0.83,TRGP
2015-07-30 00:00:00-04:00,0.875,TRGP
2015-10-29 00:00:00-04:00,0.91,TRGP
2016-01-29 00:00:00-05:00,0.91,TRGP
2016-04-29 00:00:00-04:00,0.91,TRGP
2016-07-29 00:00:00-04:00,0.91,TRGP
2016-10-31 00:00:00-04:00,0.91,TRGP
2017-01-30 00:00:00-05:00,0.91,TRGP
2017-04-28 00:00:00-04:00,0.91,TRGP
2017-07-28 00:00:00-04:00,0.91,TRGP
2017-10-31 00:00:00-04:00,0.91,TRGP
2018-01-31 00:00:00-05:00,0.91,TRGP
2018-04-30 00:00:00-04:00,0.91,TRGP
2018-07-31 00:00:00-04:00,0.91,TRGP
2018-10-30 00:00:00-04:00,0.91,TRGP
2019-01-30 00:00:00-05:00,0.91,TRGP
2019-04-30 00:00:00-04:00,0.91,TRGP
2019-07-30 00:00:00-04:00,0.91,TRGP
2019-10-31 00:00:00-04:00,0.91,TRGP
2020-01-30 00:00:00-05:00,0.91,TRGP
2020-04-30 00:00:00-04:00,0.1,TRGP
2020-07-30 00:00:00-04:00,0.1,TRGP
2020-10-29 00:00:00-04:00,0.1,TRGP
2021-01-29 00:00:00-05:00,0.1,TRGP
2021-04-29 00:00:00-04:00,0.1,TRGP
2021-07-29 00:00:00-04:00,0.1,TRGP
2021-10-28 00:00:00-04:00,0.1,TRGP
2022-01-28 00:00:00-05:00,0.35,TRGP
2022-04-28 00:00:00-04:00,0.35,TRGP
2022-07-28 00:00:00-04:00,0.35,TRGP
2022-10-28 00:00:00-04:00,0.35,TRGP
2023-01-30 00:00:00-05:00,0.35,TRGP
2023-04-27 00:00:00-04:00,0.5,TRGP
2023-07-28 00:00:00-04:00,0.5,TRGP
2023-10-30 00:00:00-04:00,0.5,TRGP
2024-01-30 00:00:00-05:00,0.5,TRGP
2024-04-29 00:00:00-04:00,0.75,TRGP
2024-07-31 00:00:00-04:00,0.75,TRGP
2024-10-31 00:00:00-04:00,0.75,TRGP
2025-01-31 00:00:00-05:00,0.75,TRGP
2025-04-30 00:00:00-04:00,1.0,TRGP
2025-07-31 00:00:00-04:00,1.0,TRGP
